0	synthea	1.6.5	2019-03-12	\N	\N	1120
904	1549786	2011	8532	1	\N	7
904	1549786	2011	8532	2	\N	8
904	1549786	2011	8532	3	\N	8
904	1549786	2012	8532	1	\N	11
904	1549786	2012	8532	2	\N	8
904	1549786	2013	8532	1	\N	10
904	1549786	2014	8532	1	\N	9
904	1549786	2014	8532	3	\N	6
904	1549786	2014	8532	4	\N	6
904	1549786	2015	8532	1	\N	7
904	1549786	2015	8532	2	\N	8
904	1549786	2016	8532	1	\N	10
904	1549786	2017	8532	2	\N	8
904	1549786	2018	8532	2	\N	6
904	1589505	2008	8532	3	\N	7
904	1589505	2009	8532	2	\N	7
904	1589505	2010	8532	2	\N	7
904	1589505	2012	8532	1	\N	9
904	1589505	2012	8532	2	\N	8
904	1589505	2012	8532	3	\N	7
904	1589505	2014	8532	1	\N	7
904	1589505	2014	8532	2	\N	7
904	1589505	2014	8532	3	\N	7
904	1589505	2015	8532	2	\N	7
904	1589505	2016	8532	2	\N	6
904	1589505	2016	8532	3	\N	8
904	1713332	2010	8532	0	\N	6
904	1713332	2011	8507	0	\N	7
904	1713332	2012	8507	0	\N	9
904	1713332	2012	8532	0	\N	6
904	1713332	2014	8507	0	\N	8
904	1713332	2014	8532	0	\N	7
904	1713332	2014	8532	5	\N	6
904	1713332	2015	8532	0	\N	7
904	1713332	2016	8507	0	\N	7
904	1713332	2016	8532	0	\N	6
904	1713332	2016	8532	4	\N	7
904	1713332	2017	8507	0	\N	10
904	1713332	2018	8507	0	\N	6
904	1713332	2018	8532	0	\N	9
904	1759842	2014	8532	5	\N	6
904	1759842	2016	8532	4	\N	7
904	19127890	2009	8532	1	\N	8
904	19127890	2010	8532	1	\N	7
904	19127890	2010	8532	2	\N	7
904	19127890	2011	8532	1	\N	6
904	19127890	2012	8532	1	\N	10
904	19127890	2015	8532	1	\N	10
904	19127890	2015	8532	2	\N	7
904	19127890	2016	8532	1	\N	7
904	19127890	2017	8532	1	\N	6
909	\N	\N	\N	\N	\N	55
920	201407	\N	\N	\N	\N	33
920	201209	\N	\N	\N	\N	62
920	200504	\N	\N	\N	\N	6
920	201712	\N	\N	\N	\N	45
920	201405	\N	\N	\N	\N	31
920	198704	\N	\N	\N	\N	7
920	200306	\N	\N	\N	\N	7
920	201409	\N	\N	\N	\N	34
920	199605	\N	\N	\N	\N	8
920	199511	\N	\N	\N	\N	11
920	199108	\N	\N	\N	\N	7
920	199307	\N	\N	\N	\N	6
920	201210	\N	\N	\N	\N	50
920	201709	\N	\N	\N	\N	26
920	199412	\N	\N	\N	\N	9
920	200111	\N	\N	\N	\N	8
920	198101	\N	\N	\N	\N	6
920	200305	\N	\N	\N	\N	12
920	201806	\N	\N	\N	\N	34
920	199506	\N	\N	\N	\N	7
920	199403	\N	\N	\N	\N	7
920	199411	\N	\N	\N	\N	8
920	201202	\N	\N	\N	\N	32
920	200809	\N	\N	\N	\N	11
920	200210	\N	\N	\N	\N	11
920	199803	\N	\N	\N	\N	10
920	201801	\N	\N	\N	\N	38
920	200907	\N	\N	\N	\N	37
920	201304	\N	\N	\N	\N	37
920	199104	\N	\N	\N	\N	6
920	200008	\N	\N	\N	\N	6
920	201406	\N	\N	\N	\N	43
920	201212	\N	\N	\N	\N	41
920	200810	\N	\N	\N	\N	14
920	199409	\N	\N	\N	\N	8
920	200909	\N	\N	\N	\N	28
920	201602	\N	\N	\N	\N	42
920	200611	\N	\N	\N	\N	9
920	201807	\N	\N	\N	\N	47
920	201501	\N	\N	\N	\N	38
920	200804	\N	\N	\N	\N	19
920	201004	\N	\N	\N	\N	27
920	199502	\N	\N	\N	\N	10
920	199906	\N	\N	\N	\N	7
920	200104	\N	\N	\N	\N	8
920	199203	\N	\N	\N	\N	6
920	201609	\N	\N	\N	\N	36
920	201706	\N	\N	\N	\N	18
920	201608	\N	\N	\N	\N	34
920	199111	\N	\N	\N	\N	8
920	201203	\N	\N	\N	\N	38
920	197608	\N	\N	\N	\N	9
920	201805	\N	\N	\N	\N	44
920	200512	\N	\N	\N	\N	8
920	201607	\N	\N	\N	\N	41
920	200902	\N	\N	\N	\N	28
920	197503	\N	\N	\N	\N	8
920	200906	\N	\N	\N	\N	40
920	201611	\N	\N	\N	\N	46
920	199102	\N	\N	\N	\N	9
920	201512	\N	\N	\N	\N	25
920	199608	\N	\N	\N	\N	9
920	200206	\N	\N	\N	\N	10
920	201509	\N	\N	\N	\N	38
920	198412	\N	\N	\N	\N	6
920	201306	\N	\N	\N	\N	27
920	199510	\N	\N	\N	\N	8
920	197712	\N	\N	\N	\N	7
920	200812	\N	\N	\N	\N	26
920	201109	\N	\N	\N	\N	26
920	201503	\N	\N	\N	\N	68
920	201502	\N	\N	\N	\N	40
920	200708	\N	\N	\N	\N	7
920	199408	\N	\N	\N	\N	7
920	201411	\N	\N	\N	\N	37
920	201410	\N	\N	\N	\N	37
920	199503	\N	\N	\N	\N	10
920	200001	\N	\N	\N	\N	11
920	199609	\N	\N	\N	\N	6
920	201601	\N	\N	\N	\N	41
920	201508	\N	\N	\N	\N	39
920	201104	\N	\N	\N	\N	45
920	199109	\N	\N	\N	\N	7
920	199305	\N	\N	\N	\N	6
920	198507	\N	\N	\N	\N	6
920	199211	\N	\N	\N	\N	9
920	201412	\N	\N	\N	\N	52
920	200709	\N	\N	\N	\N	8
920	201110	\N	\N	\N	\N	44
920	201303	\N	\N	\N	\N	47
920	201401	\N	\N	\N	\N	40
920	197102	\N	\N	\N	\N	7
920	201310	\N	\N	\N	\N	20
920	201504	\N	\N	\N	\N	38
920	199309	\N	\N	\N	\N	9
920	200509	\N	\N	\N	\N	7
920	201103	\N	\N	\N	\N	39
920	201002	\N	\N	\N	\N	28
920	199105	\N	\N	\N	\N	6
920	199901	\N	\N	\N	\N	7
920	201112	\N	\N	\N	\N	38
920	201011	\N	\N	\N	\N	26
920	200612	\N	\N	\N	\N	8
920	201206	\N	\N	\N	\N	33
920	200806	\N	\N	\N	\N	25
920	199410	\N	\N	\N	\N	10
920	200302	\N	\N	\N	\N	6
920	200405	\N	\N	\N	\N	10
920	199201	\N	\N	\N	\N	12
920	200901	\N	\N	\N	\N	32
920	199404	\N	\N	\N	\N	13
920	201808	\N	\N	\N	\N	43
920	199505	\N	\N	\N	\N	6
920	199308	\N	\N	\N	\N	6
920	200805	\N	\N	\N	\N	13
920	200606	\N	\N	\N	\N	6
920	201105	\N	\N	\N	\N	49
920	200908	\N	\N	\N	\N	51
920	199602	\N	\N	\N	\N	6
920	198601	\N	\N	\N	\N	6
920	201704	\N	\N	\N	\N	31
920	198605	\N	\N	\N	\N	6
920	201208	\N	\N	\N	\N	41
920	200911	\N	\N	\N	\N	45
920	198604	\N	\N	\N	\N	6
920	200403	\N	\N	\N	\N	6
920	200511	\N	\N	\N	\N	8
920	201003	\N	\N	\N	\N	38
920	199311	\N	\N	\N	\N	12
920	201309	\N	\N	\N	\N	41
920	201511	\N	\N	\N	\N	37
920	199004	\N	\N	\N	\N	8
920	201207	\N	\N	\N	\N	49
920	201108	\N	\N	\N	\N	40
920	200006	\N	\N	\N	\N	7
920	201702	\N	\N	\N	\N	36
920	201703	\N	\N	\N	\N	34
920	200802	\N	\N	\N	\N	10
920	201010	\N	\N	\N	\N	47
920	197607	\N	\N	\N	\N	6
920	201308	\N	\N	\N	\N	46
920	201305	\N	\N	\N	\N	39
920	201506	\N	\N	\N	\N	32
920	201811	\N	\N	\N	\N	32
920	201311	\N	\N	\N	\N	47
920	200811	\N	\N	\N	\N	17
920	201802	\N	\N	\N	\N	32
920	198010	\N	\N	\N	\N	9
920	199106	\N	\N	\N	\N	7
920	200807	\N	\N	\N	\N	16
920	198908	\N	\N	\N	\N	6
920	201008	\N	\N	\N	\N	23
920	201302	\N	\N	\N	\N	19
920	200903	\N	\N	\N	\N	45
920	200609	\N	\N	\N	\N	9
920	199001	\N	\N	\N	\N	9
920	201701	\N	\N	\N	\N	41
920	201007	\N	\N	\N	\N	43
920	201009	\N	\N	\N	\N	36
920	197809	\N	\N	\N	\N	9
920	199703	\N	\N	\N	\N	9
920	201403	\N	\N	\N	\N	38
920	201107	\N	\N	\N	\N	65
920	201404	\N	\N	\N	\N	44
920	200212	\N	\N	\N	\N	9
920	200209	\N	\N	\N	\N	16
920	201710	\N	\N	\N	\N	41
920	201006	\N	\N	\N	\N	29
920	200910	\N	\N	\N	\N	29
920	200406	\N	\N	\N	\N	11
920	199107	\N	\N	\N	\N	6
920	199406	\N	\N	\N	\N	8
920	201810	\N	\N	\N	\N	31
920	199008	\N	\N	\N	\N	6
920	199103	\N	\N	\N	\N	8
920	201803	\N	\N	\N	\N	44
920	197812	\N	\N	\N	\N	7
920	199705	\N	\N	\N	\N	8
920	201510	\N	\N	\N	\N	38
920	201505	\N	\N	\N	\N	43
920	199708	\N	\N	\N	\N	6
920	201111	\N	\N	\N	\N	31
920	199509	\N	\N	\N	\N	8
920	198809	\N	\N	\N	\N	6
920	200607	\N	\N	\N	\N	17
920	201809	\N	\N	\N	\N	25
920	201012	\N	\N	\N	\N	35
920	200505	\N	\N	\N	\N	9
920	201606	\N	\N	\N	\N	40
920	201204	\N	\N	\N	\N	33
920	201610	\N	\N	\N	\N	37
920	201408	\N	\N	\N	\N	44
920	200303	\N	\N	\N	\N	9
920	201312	\N	\N	\N	\N	43
920	199407	\N	\N	\N	\N	6
920	201001	\N	\N	\N	\N	25
920	199902	\N	\N	\N	\N	8
920	201711	\N	\N	\N	\N	36
920	200808	\N	\N	\N	\N	20
920	201612	\N	\N	\N	\N	43
920	200904	\N	\N	\N	\N	31
920	197904	\N	\N	\N	\N	6
920	199905	\N	\N	\N	\N	6
920	196811	\N	\N	\N	\N	7
920	201604	\N	\N	\N	\N	31
920	201605	\N	\N	\N	\N	47
920	201402	\N	\N	\N	\N	26
920	200912	\N	\N	\N	\N	29
920	200002	\N	\N	\N	\N	9
920	199205	\N	\N	\N	\N	7
920	201201	\N	\N	\N	\N	26
920	201307	\N	\N	\N	\N	35
920	200905	\N	\N	\N	\N	36
920	198207	\N	\N	\N	\N	13
920	201705	\N	\N	\N	\N	43
920	201812	\N	\N	\N	\N	35
920	201005	\N	\N	\N	\N	33
920	200508	\N	\N	\N	\N	6
920	199112	\N	\N	\N	\N	9
920	201603	\N	\N	\N	\N	53
920	201707	\N	\N	\N	\N	45
920	200108	\N	\N	\N	\N	6
920	199709	\N	\N	\N	\N	7
920	198707	\N	\N	\N	\N	9
920	199303	\N	\N	\N	\N	7
920	200605	\N	\N	\N	\N	8
920	201211	\N	\N	\N	\N	31
920	201101	\N	\N	\N	\N	49
920	201507	\N	\N	\N	\N	42
920	201804	\N	\N	\N	\N	41
920	201708	\N	\N	\N	\N	50
920	197707	\N	\N	\N	\N	7
920	201102	\N	\N	\N	\N	26
920	201301	\N	\N	\N	\N	53
920	199702	\N	\N	\N	\N	9
920	201106	\N	\N	\N	\N	34
920	201205	\N	\N	\N	\N	32
920	200707	\N	\N	\N	\N	6
920	200803	\N	\N	\N	\N	12
920	199507	\N	\N	\N	\N	6
920	199402	\N	\N	\N	\N	8
1000	28060	\N	\N	\N	\N	152
1000	75036	\N	\N	\N	\N	18
1000	78272	\N	\N	\N	\N	47
1000	79740	\N	\N	\N	\N	8
1000	80502	\N	\N	\N	\N	52
1000	81151	\N	\N	\N	\N	114
1000	133834	\N	\N	\N	\N	20
1000	134438	\N	\N	\N	\N	7
1000	137613	\N	\N	\N	\N	28
1000	192279	\N	\N	\N	\N	31
1000	195588	\N	\N	\N	\N	15
1000	199076	\N	\N	\N	\N	21
1000	200970	\N	\N	\N	\N	19
1000	201826	\N	\N	\N	\N	69
1000	255848	\N	\N	\N	\N	11
1000	257012	\N	\N	\N	\N	231
1000	258780	\N	\N	\N	\N	18
1000	260139	\N	\N	\N	\N	442
1000	261325	\N	\N	\N	\N	16
1000	313217	\N	\N	\N	\N	41
1000	316866	\N	\N	\N	\N	299
1000	317576	\N	\N	\N	\N	73
1000	321042	\N	\N	\N	\N	34
1000	372328	\N	\N	\N	\N	121
1000	375671	\N	\N	\N	\N	24
1000	378001	\N	\N	\N	\N	64
1000	378419	\N	\N	\N	\N	34
1000	380378	\N	\N	\N	\N	23
1000	381316	\N	\N	\N	\N	67
1000	432867	\N	\N	\N	\N	110
1000	436096	\N	\N	\N	\N	62
1000	436940	\N	\N	\N	\N	64
1000	438130	\N	\N	\N	\N	6
1000	439393	\N	\N	\N	\N	19
1000	439777	\N	\N	\N	\N	39
1000	440086	\N	\N	\N	\N	16
1000	440448	\N	\N	\N	\N	58
1000	443601	\N	\N	\N	\N	8
1000	443614	\N	\N	\N	\N	29
1000	4029498	\N	\N	\N	\N	43
1000	4048171	\N	\N	\N	\N	37
1000	4051466	\N	\N	\N	\N	25
1000	4055754	\N	\N	\N	\N	56
1000	4059173	\N	\N	\N	\N	24
1000	4078393	\N	\N	\N	\N	191
1000	4079749	\N	\N	\N	\N	22
1000	4079750	\N	\N	\N	\N	46
1000	4084167	\N	\N	\N	\N	23
1000	4109685	\N	\N	\N	\N	38
1000	4112343	\N	\N	\N	\N	488
1000	4113008	\N	\N	\N	\N	37
1000	4115276	\N	\N	\N	\N	6
1000	4116491	\N	\N	\N	\N	25
1000	4120314	\N	\N	\N	\N	66
1000	4129902	\N	\N	\N	\N	20
1000	4134304	\N	\N	\N	\N	36
1000	4142905	\N	\N	\N	\N	15
1000	4146173	\N	\N	\N	\N	18
1000	4152936	\N	\N	\N	\N	27
1000	4155034	\N	\N	\N	\N	33
1000	4156265	\N	\N	\N	\N	28
1000	4166224	\N	\N	\N	\N	18
1000	4180790	\N	\N	\N	\N	10
1000	4208104	\N	\N	\N	\N	52
1000	4214376	\N	\N	\N	\N	57
1000	4217975	\N	\N	\N	\N	204
1000	4218389	\N	\N	\N	\N	49
1000	4226121	\N	\N	\N	\N	18
1000	4229440	\N	\N	\N	\N	8
1000	4230399	\N	\N	\N	\N	10
1000	4237458	\N	\N	\N	\N	27
1000	4262136	\N	\N	\N	\N	17
1000	4278672	\N	\N	\N	\N	44
1000	4280726	\N	\N	\N	\N	24
1000	4283893	\N	\N	\N	\N	80
1000	4285898	\N	\N	\N	\N	78
1000	4294548	\N	\N	\N	\N	65
1000	4296204	\N	\N	\N	\N	18
1000	4296205	\N	\N	\N	\N	14
1000	4310703	\N	\N	\N	\N	6
1000	4311629	\N	\N	\N	\N	310
1000	4329847	\N	\N	\N	\N	35
1000	37016354	\N	\N	\N	\N	21
1000	37017023	\N	\N	\N	\N	26
1000	40318618	\N	\N	\N	\N	33
1000	40479422	\N	\N	\N	\N	12
1000	40480160	\N	\N	\N	\N	12
1000	40481087	\N	\N	\N	\N	711
1000	40486433	\N	\N	\N	\N	32
1000	43530652	\N	\N	\N	\N	54
1000	43530656	\N	\N	\N	\N	14
1000	45769905	\N	\N	\N	\N	9
1001	443614	\N	\N	\N	\N	29
1001	4112343	\N	\N	\N	\N	636
1001	4311629	\N	\N	\N	\N	310
1001	440448	\N	\N	\N	\N	58
1001	4237458	\N	\N	\N	\N	28
1001	257012	\N	\N	\N	\N	232
1001	438130	\N	\N	\N	\N	6
1001	436096	\N	\N	\N	\N	62
1001	4155034	\N	\N	\N	\N	33
1001	4055754	\N	\N	\N	\N	56
1001	45769905	\N	\N	\N	\N	9
1001	375671	\N	\N	\N	\N	24
1001	4180790	\N	\N	\N	\N	10
1001	4078393	\N	\N	\N	\N	191
1001	440086	\N	\N	\N	\N	16
1001	78272	\N	\N	\N	\N	51
1001	43530656	\N	\N	\N	\N	14
1001	432867	\N	\N	\N	\N	110
1001	321042	\N	\N	\N	\N	34
1001	381316	\N	\N	\N	\N	67
1001	4229440	\N	\N	\N	\N	8
1001	4120314	\N	\N	\N	\N	66
1001	4296205	\N	\N	\N	\N	14
1001	316866	\N	\N	\N	\N	299
1001	4109685	\N	\N	\N	\N	38
1001	4134304	\N	\N	\N	\N	36
1001	201826	\N	\N	\N	\N	69
1001	4262136	\N	\N	\N	\N	18
1001	4226121	\N	\N	\N	\N	18
1001	4294548	\N	\N	\N	\N	67
1001	4129902	\N	\N	\N	\N	20
1001	4329847	\N	\N	\N	\N	35
1001	37017023	\N	\N	\N	\N	26
1001	133834	\N	\N	\N	\N	20
1001	4048171	\N	\N	\N	\N	37
1001	380378	\N	\N	\N	\N	23
1001	4142905	\N	\N	\N	\N	16
1001	439777	\N	\N	\N	\N	39
1001	436940	\N	\N	\N	\N	64
1001	4208104	\N	\N	\N	\N	52
1001	378419	\N	\N	\N	\N	34
1001	4116491	\N	\N	\N	\N	31
1001	4156265	\N	\N	\N	\N	30
1001	260139	\N	\N	\N	\N	531
1001	4214376	\N	\N	\N	\N	57
1001	4079750	\N	\N	\N	\N	46
1001	4084167	\N	\N	\N	\N	25
1001	4283893	\N	\N	\N	\N	83
1001	192279	\N	\N	\N	\N	31
1001	199076	\N	\N	\N	\N	22
1001	37016354	\N	\N	\N	\N	21
1001	4280726	\N	\N	\N	\N	24
1001	317576	\N	\N	\N	\N	73
1001	4310703	\N	\N	\N	\N	6
1001	4051466	\N	\N	\N	\N	25
1001	4166224	\N	\N	\N	\N	18
1001	4230399	\N	\N	\N	\N	10
1001	443601	\N	\N	\N	\N	8
1001	4115276	\N	\N	\N	\N	6
1001	137613	\N	\N	\N	\N	29
1001	258780	\N	\N	\N	\N	18
1001	40318618	\N	\N	\N	\N	36
1001	4113008	\N	\N	\N	\N	37
1001	28060	\N	\N	\N	\N	168
1001	4217975	\N	\N	\N	\N	522
1001	313217	\N	\N	\N	\N	41
1001	40480160	\N	\N	\N	\N	12
1001	134438	\N	\N	\N	\N	7
1001	40486433	\N	\N	\N	\N	32
1001	4079749	\N	\N	\N	\N	22
1001	378001	\N	\N	\N	\N	65
1001	255848	\N	\N	\N	\N	11
1001	79740	\N	\N	\N	\N	8
1001	4278672	\N	\N	\N	\N	45
1001	195588	\N	\N	\N	\N	17
1001	43530652	\N	\N	\N	\N	54
1001	40481087	\N	\N	\N	\N	1134
1001	80502	\N	\N	\N	\N	52
1001	4285898	\N	\N	\N	\N	86
1001	200970	\N	\N	\N	\N	19
1001	4059173	\N	\N	\N	\N	25
1001	4218389	\N	\N	\N	\N	49
1001	261325	\N	\N	\N	\N	16
1001	40479422	\N	\N	\N	\N	12
1001	4152936	\N	\N	\N	\N	28
1001	81151	\N	\N	\N	\N	121
1001	439393	\N	\N	\N	\N	21
1001	4296204	\N	\N	\N	\N	18
1001	372328	\N	\N	\N	\N	168
1001	4146173	\N	\N	\N	\N	18
1001	75036	\N	\N	\N	\N	18
1001	4029498	\N	\N	\N	\N	43
1002	260139	200906	\N	\N	\N	7
1002	260139	200911	\N	\N	\N	6
1002	260139	201007	\N	\N	\N	7
1002	260139	201101	\N	\N	\N	6
1002	260139	201104	\N	\N	\N	8
1002	260139	201105	\N	\N	\N	7
1002	260139	201107	\N	\N	\N	8
1002	260139	201112	\N	\N	\N	7
1002	260139	201212	\N	\N	\N	7
1002	260139	201301	\N	\N	\N	7
1002	260139	201311	\N	\N	\N	7
1002	260139	201312	\N	\N	\N	7
1002	260139	201401	\N	\N	\N	6
1002	260139	201501	\N	\N	\N	9
1002	260139	201505	\N	\N	\N	6
1002	260139	201708	\N	\N	\N	7
1002	260139	201710	\N	\N	\N	10
1002	260139	201711	\N	\N	\N	6
1002	260139	201803	\N	\N	\N	8
1002	260139	201812	\N	\N	\N	6
1002	436096	199003	\N	\N	\N	10
1002	4112343	200901	\N	\N	\N	6
1002	4112343	200905	\N	\N	\N	8
1002	4112343	200907	\N	\N	\N	6
1002	4112343	201003	\N	\N	\N	6
1002	4112343	201103	\N	\N	\N	8
1002	4112343	201108	\N	\N	\N	7
1002	4112343	201202	\N	\N	\N	7
1002	4112343	201204	\N	\N	\N	8
1002	4112343	201206	\N	\N	\N	6
1002	4112343	201301	\N	\N	\N	7
1002	4112343	201302	\N	\N	\N	7
1002	4112343	201303	\N	\N	\N	7
1002	4112343	201304	\N	\N	\N	6
1002	4112343	201311	\N	\N	\N	6
1002	4112343	201407	\N	\N	\N	8
1002	4112343	201408	\N	\N	\N	11
1002	4112343	201410	\N	\N	\N	6
1002	4112343	201411	\N	\N	\N	8
1002	4112343	201412	\N	\N	\N	7
1002	4112343	201505	\N	\N	\N	6
1002	4112343	201509	\N	\N	\N	8
1002	4112343	201510	\N	\N	\N	8
1002	4112343	201603	\N	\N	\N	8
1002	4112343	201607	\N	\N	\N	11
1002	4112343	201608	\N	\N	\N	6
1002	4112343	201611	\N	\N	\N	6
1002	4112343	201705	\N	\N	\N	6
1002	4112343	201707	\N	\N	\N	8
1002	4112343	201708	\N	\N	\N	7
1002	4112343	201710	\N	\N	\N	6
1002	4112343	201711	\N	\N	\N	7
1002	4112343	201802	\N	\N	\N	8
1002	4112343	201807	\N	\N	\N	9
1002	4112343	201811	\N	\N	\N	6
1002	4217975	200902	\N	\N	\N	6
1002	4217975	200903	\N	\N	\N	7
1002	4217975	200904	\N	\N	\N	6
1002	4217975	200909	\N	\N	\N	7
1002	4217975	201004	\N	\N	\N	7
1002	4217975	201010	\N	\N	\N	7
1002	4217975	201101	\N	\N	\N	6
1002	4217975	201103	\N	\N	\N	6
1002	4217975	201201	\N	\N	\N	6
1002	4217975	201207	\N	\N	\N	6
1002	4217975	201211	\N	\N	\N	7
1002	4217975	201212	\N	\N	\N	11
1002	4217975	201309	\N	\N	\N	8
1002	4217975	201311	\N	\N	\N	6
1002	4217975	201401	\N	\N	\N	6
1002	4217975	201503	\N	\N	\N	6
1002	4217975	201506	\N	\N	\N	6
1002	4217975	201509	\N	\N	\N	7
1002	4217975	201605	\N	\N	\N	7
1002	4217975	201701	\N	\N	\N	7
1002	4217975	201712	\N	\N	\N	6
1002	4217975	201805	\N	\N	\N	7
1002	4217975	201807	\N	\N	\N	7
1002	40481087	200902	\N	\N	\N	8
1002	40481087	200904	\N	\N	\N	8
1002	40481087	200905	\N	\N	\N	7
1002	40481087	200906	\N	\N	\N	7
1002	40481087	200908	\N	\N	\N	9
1002	40481087	200909	\N	\N	\N	9
1002	40481087	200910	\N	\N	\N	10
1002	40481087	200911	\N	\N	\N	8
1002	40481087	200912	\N	\N	\N	13
1002	40481087	201002	\N	\N	\N	9
1002	40481087	201003	\N	\N	\N	9
1002	40481087	201004	\N	\N	\N	9
1002	40481087	201005	\N	\N	\N	6
1002	40481087	201007	\N	\N	\N	10
1002	40481087	201008	\N	\N	\N	6
1002	40481087	201009	\N	\N	\N	7
1002	40481087	201010	\N	\N	\N	9
1002	40481087	201012	\N	\N	\N	10
1002	40481087	201101	\N	\N	\N	11
1002	40481087	201102	\N	\N	\N	9
1002	40481087	201103	\N	\N	\N	11
1002	40481087	201104	\N	\N	\N	12
1002	40481087	201105	\N	\N	\N	12
1002	40481087	201106	\N	\N	\N	7
1002	40481087	201107	\N	\N	\N	15
1002	40481087	201108	\N	\N	\N	14
1002	40481087	201109	\N	\N	\N	13
1002	40481087	201110	\N	\N	\N	15
1002	40481087	201111	\N	\N	\N	7
1002	40481087	201112	\N	\N	\N	12
1002	40481087	201201	\N	\N	\N	9
1002	40481087	201202	\N	\N	\N	8
1002	40481087	201203	\N	\N	\N	6
1002	40481087	201204	\N	\N	\N	7
1002	40481087	201205	\N	\N	\N	6
1002	40481087	201206	\N	\N	\N	6
1002	40481087	201207	\N	\N	\N	10
1002	40481087	201208	\N	\N	\N	7
1002	40481087	201210	\N	\N	\N	12
1002	40481087	201211	\N	\N	\N	9
1002	40481087	201301	\N	\N	\N	8
1002	40481087	201303	\N	\N	\N	11
1002	40481087	201305	\N	\N	\N	7
1002	40481087	201306	\N	\N	\N	11
1002	40481087	201307	\N	\N	\N	9
1002	40481087	201308	\N	\N	\N	14
1002	40481087	201309	\N	\N	\N	8
1002	40481087	201310	\N	\N	\N	10
1002	40481087	201311	\N	\N	\N	9
1002	40481087	201312	\N	\N	\N	7
1002	40481087	201401	\N	\N	\N	7
1002	40481087	201403	\N	\N	\N	6
1002	40481087	201404	\N	\N	\N	9
1002	40481087	201405	\N	\N	\N	10
1002	40481087	201406	\N	\N	\N	14
1002	40481087	201407	\N	\N	\N	6
1002	40481087	201408	\N	\N	\N	11
1002	40481087	201409	\N	\N	\N	10
1002	40481087	201410	\N	\N	\N	14
1002	40481087	201412	\N	\N	\N	7
1002	40481087	201501	\N	\N	\N	8
1002	40481087	201503	\N	\N	\N	9
1002	40481087	201504	\N	\N	\N	8
1002	40481087	201505	\N	\N	\N	10
1002	40481087	201506	\N	\N	\N	7
1002	40481087	201507	\N	\N	\N	12
1002	40481087	201508	\N	\N	\N	7
1002	40481087	201509	\N	\N	\N	13
1002	40481087	201510	\N	\N	\N	10
1002	40481087	201511	\N	\N	\N	9
1002	40481087	201512	\N	\N	\N	12
1002	40481087	201601	\N	\N	\N	12
1002	40481087	201602	\N	\N	\N	10
1002	40481087	201603	\N	\N	\N	11
1002	40481087	201604	\N	\N	\N	7
1002	40481087	201605	\N	\N	\N	14
1002	40481087	201606	\N	\N	\N	10
1002	40481087	201607	\N	\N	\N	7
1002	40481087	201608	\N	\N	\N	9
1002	40481087	201609	\N	\N	\N	11
1002	40481087	201610	\N	\N	\N	8
1002	40481087	201611	\N	\N	\N	14
1002	40481087	201612	\N	\N	\N	6
1002	40481087	201701	\N	\N	\N	10
1002	40481087	201702	\N	\N	\N	6
1002	40481087	201703	\N	\N	\N	10
1002	40481087	201704	\N	\N	\N	7
1002	40481087	201705	\N	\N	\N	7
1002	40481087	201706	\N	\N	\N	6
1002	40481087	201707	\N	\N	\N	6
1002	40481087	201710	\N	\N	\N	10
1002	40481087	201711	\N	\N	\N	8
1002	40481087	201712	\N	\N	\N	9
1002	40481087	201801	\N	\N	\N	10
1002	40481087	201803	\N	\N	\N	6
1002	40481087	201804	\N	\N	\N	14
1002	40481087	201805	\N	\N	\N	7
1002	40481087	201806	\N	\N	\N	9
1002	40481087	201807	\N	\N	\N	10
1002	40481087	201808	\N	\N	\N	10
1002	40481087	201809	\N	\N	\N	9
1002	40481087	201810	\N	\N	\N	9
1002	40481087	201812	\N	\N	\N	10
1004	260139	2009	8507	1	\N	6
1004	260139	2009	8532	0	\N	6
1004	260139	2010	8507	3	\N	8
1004	260139	2011	8507	1	\N	11
1004	260139	2011	8532	2	\N	7
1004	260139	2014	8507	4	\N	6
1004	260139	2014	8532	4	\N	7
1004	260139	2015	8532	5	\N	6
1004	260139	2017	8507	4	\N	9
1004	260139	2018	8507	0	\N	6
1004	316866	1929	8507	1	\N	6
1004	316866	1952	8507	1	\N	6
1004	316866	1975	8507	1	\N	6
1004	316866	1980	8532	1	\N	6
1004	316866	1987	8532	1	\N	6
1004	316866	1996	8507	1	\N	6
1004	316866	2002	8532	1	\N	6
1004	372328	2011	8507	0	\N	9
1004	372328	2011	8532	0	\N	6
1004	372328	2012	8507	0	\N	9
1004	372328	2013	8507	0	\N	6
1004	372328	2014	8532	0	\N	7
1004	372328	2015	8507	0	\N	7
1004	372328	2016	8507	0	\N	7
1004	372328	2016	8532	0	\N	6
1004	372328	2017	8507	0	\N	10
1004	372328	2018	8507	0	\N	10
1004	372328	2018	8532	0	\N	9
1004	4112343	2009	8507	1	\N	6
1004	4112343	2009	8507	2	\N	6
1004	4112343	2009	8532	2	\N	6
1004	4112343	2010	8507	1	\N	6
1004	4112343	2012	8507	2	\N	6
1004	4112343	2013	8507	1	\N	8
1004	4112343	2014	8507	2	\N	7
1004	4112343	2014	8532	2	\N	6
1004	4112343	2014	8532	3	\N	6
1004	4112343	2014	8532	5	\N	6
1004	4112343	2015	8507	1	\N	6
1004	4112343	2015	8507	5	\N	8
1004	4112343	2015	8532	4	\N	7
1004	4112343	2016	8507	3	\N	7
1004	4112343	2016	8507	5	\N	7
